make_year,mileage_kmpl,engine_cc,fuel_type,owner_count,brand,transmission,color,service_history,accidents_reported,insurance_valid,price_rub,region
2021,20.65,1200,Diesel,2,Honda,Automatic,Gray,Unknown,0,Yes,685130,СПб
2018,22.34,1000,Diesel,2,Ford,Automatic,Gray,Partial,0,No,680417,Москва
2003,21.77,3000,Diesel,4,BMW,Manual,White,Full,1,Yes,691909,Москва
2016,13.94,1800,Diesel,4,BMW,Manual,Silver,Full,1,Yes,596074,Юг
2009,19.47,2000,Diesel,1,Kia,Manual,Silver,Full,0,No,669068,Юг
2001,25.5,5000,Petrol,5,Ford,Manual,Red,Unknown,0,Yes,825666,Москва
1999,16.09,1200,Diesel,5,Ford,Manual,Red,Partial,0,Yes,95000,Сибирь
2012,16.51,2500,Diesel,1,Chevrolet,Automatic,Black,Partial,0,No,856813,Дальний Восток
2003,15.3,1800,Petrol,4,Nissan,Manual,Blue,Unknown,0,No,400662,Москва
2019,11.87,800,Diesel,4,Hyundai,Manual,Red,Partial,0,Yes,529031,СПб
1999,22.68,1500,Petrol,5,Honda,Manual,Red,Full,0,Yes,338422,СПб
2023,15.88,1000,Electric,2,Hyundai,Manual,Gray,Full,0,Yes,1107807,СПб
2012,24.95,5000,Petrol,2,Volkswagen,Automatic,Blue,Partial,1,No,1171283,СПб
2008,16.05,2500,Petrol,4,Toyota,Manual,Black,Partial,1,No,476654,Москва
2015,18.33,1800,Diesel,5,Ford,Manual,White,Partial,2,Yes,640094,Юг
2011,14.06,1200,Diesel,3,Hyundai,Automatic,Red,Full,1,No,320236,Урал
1995,5.0,4000,Petrol,4,Toyota,Manual,Black,Unknown,1,No,416700,Москва
2014,14.44,1800,Petrol,5,Hyundai,Manual,Red,Full,0,Yes,670312,Урал
2016,27.76,1200,Petrol,2,Volkswagen,Automatic,Black,Full,0,Yes,747945,Дальний Восток
2009,18.28,1800,Diesel,2,Nissan,Automatic,Blue,Unknown,0,Yes,576798,СПб
2010,25.26,800,Petrol,3,Volkswagen,Automatic,Red,Full,0,Yes,657640,Сибирь
2016,12.23,800,Petrol,5,Ford,Manual,Blue,Partial,0,No,378466,Урал
1999,20.02,5000,Petrol,4,Nissan,Manual,Blue,Full,0,Yes,845188,Сибирь
2014,20.92,1500,Petrol,3,Tesla,Manual,Blue,Full,0,Yes,684008,СПб
2023,9.81,5000,Electric,5,BMW,Manual,Gray,Full,0,Yes,1181935,Урал
2010,25.33,1500,Petrol,3,Honda,Automatic,Blue,Partial,1,Yes,619083,Урал
2008,16.98,5000,Diesel,2,Nissan,Automatic,Blue,Partial,1,No,1040091,Юг
2023,20.83,2000,Diesel,2,Nissan,Manual,Red,Partial,0,No,969282,СПб
2003,12.76,2500,Diesel,1,Hyundai,Manual,White,Full,0,Yes,620208,СПб
1997,28.68,1000,Diesel,4,Kia,Automatic,Red,Full,1,No,423908,Дальний Восток
2003,8.08,3000,Petrol,2,Hyundai,Manual,Gray,Unknown,0,Yes,745665,СПб
1998,18.14,4000,Petrol,5,Kia,Manual,Gray,Partial,2,Yes,593720,Москва
2011,20.09,3000,Petrol,2,Hyundai,Manual,Black,Unknown,0,No,733358,Урал
2022,22.43,4000,Petrol,5,Volkswagen,Manual,White,Full,0,Yes,1026026,Сибирь
1996,15.34,5000,Petrol,1,Hyundai,Manual,Red,Full,1,No,1017616,Сибирь
2007,21.3,1500,Petrol,3,Volkswagen,Automatic,White,Full,1,Yes,670625,Урал
1999,14.61,1200,Diesel,3,Chevrolet,Automatic,Black,Full,0,No,393990,СПб
2012,11.62,2500,Diesel,1,Honda,Automatic,Gray,Partial,1,Yes,777157,Урал
2009,18.88,800,Diesel,2,Chevrolet,Manual,White,Full,1,Yes,573030,Сибирь
2011,16.79,2000,Diesel,4,Hyundai,Automatic,Black,Full,0,Yes,519499,Дальний Восток
2003,14.41,1000,Petrol,2,Nissan,Manual,White,Partial,0,Yes,281989,Москва
2007,14.8,1000,Diesel,3,Volkswagen,Manual,White,Unknown,2,Yes,472282,Юг
2023,21.16,5000,Petrol,2,Volkswagen,Automatic,Silver,Partial,0,Yes,1274370,Юг
2019,24.28,1200,Petrol,2,Hyundai,Manual,Silver,Full,0,Yes,714782,СПб
2008,13.84,1200,Petrol,3,Hyundai,Automatic,Black,Full,0,No,491970,Урал
2011,12.43,1200,Diesel,4,Hyundai,Manual,Blue,Full,2,Yes,454990,Москва
2001,16.05,2500,Petrol,1,Honda,Manual,Silver,Unknown,0,Yes,646412,Москва
2023,18.69,4000,Diesel,2,Hyundai,Automatic,White,Full,2,No,1301008,Юг
2004,20.07,1800,Electric,4,Hyundai,Manual,Blue,Unknown,0,Yes,775608,Урал
2003,11.32,1000,Petrol,4,Kia,Manual,Red,Partial,1,No,325450,Москва
2019,12.11,4000,Diesel,5,Toyota,Manual,Blue,Partial,0,Yes,762495,Москва
2022,15.43,1200,Petrol,3,Chevrolet,Manual,Gray,Unknown,1,Yes,652685,Юг
2014,10.59,2500,Petrol,5,Tesla,Automatic,Silver,Full,1,Yes,559333,Москва
2019,19.71,4000,Petrol,5,Nissan,Automatic,Black,Full,1,Yes,1063867,СПб
2001,8.72,2500,Diesel,4,Volkswagen,Automatic,Gray,Partial,0,Yes,290537,Дальний Восток
2007,17.43,800,Petrol,3,Nissan,Automatic,Silver,Full,0,Yes,423174,Сибирь
2006,22.46,2500,Petrol,5,Honda,Manual,Gray,Full,1,Yes,596098,Урал
2007,16.66,3000,Petrol,3,Kia,Manual,Silver,Unknown,0,No,692806,Юг
2001,15.86,1500,Petrol,4,Hyundai,Manual,White,Partial,0,Yes,224735,СПб
2005,23.29,800,Diesel,3,Volkswagen,Manual,Silver,Unknown,0,Yes,319257,Сибирь
2015,23.77,4000,Electric,4,BMW,Manual,Blue,Partial,0,Yes,1373506,Урал
2020,18.89,1000,Electric,3,Volkswagen,Manual,White,Unknown,0,No,996218,Сибирь
2014,17.49,2500,Petrol,3,Honda,Manual,Blue,Full,2,Yes,804222,Юг
2005,19.74,2500,Petrol,4,Toyota,Manual,Blue,Partial,2,Yes,513942,Юг
2014,20.01,1000,Petrol,1,BMW,Manual,Black,Full,2,Yes,570672,Сибирь
2009,17.3,4000,Petrol,5,BMW,Automatic,Gray,Full,1,No,768160,Сибирь
2001,17.78,2500,Petrol,2,Nissan,Automatic,Black,Partial,0,Yes,584005,Урал
2000,21.97,1800,Diesel,2,Chevrolet,Automatic,White,Unknown,1,Yes,512414,СПб
2000,14.12,4000,Diesel,2,Hyundai,Manual,Silver,Partial,1,Yes,662782,Юг
2006,16.55,1500,Petrol,1,Ford,Automatic,Gray,Partial,0,Yes,712203,Москва
1996,15.53,4000,Petrol,1,Honda,Automatic,Black,Full,0,No,713502,Сибирь
2017,13.18,4000,Diesel,4,Ford,Automatic,Red,Partial,1,Yes,867463,Юг
2010,21.58,5000,Petrol,4,Nissan,Automatic,Blue,Full,2,Yes,1005791,Урал
1997,22.88,1000,Diesel,2,Volkswagen,Manual,Red,Unknown,0,Yes,341013,Юг
2007,21.57,4000,Petrol,1,BMW,Automatic,Silver,Full,0,Yes,893469,Урал
2004,8.16,1500,Petrol,3,Toyota,Automatic,Red,Partial,2,Yes,344953,Дальний Восток
2012,18.8,1500,Petrol,1,Ford,Manual,Black,Partial,0,Yes,640733,СПб
2008,20.59,1000,Petrol,1,Nissan,Manual,Silver,Full,0,No,685041,Юг
2021,17.26,2000,Petrol,2,Chevrolet,Automatic,Black,Full,2,Yes,864587,Сибирь
1997,23.26,1800,Diesel,2,Toyota,Manual,Gray,Unknown,0,No,543976,Дальний Восток
2018,14.35,2000,Petrol,5,Kia,Manual,Red,Partial,0,Yes,518621,Юг
1999,19.84,1200,Electric,1,Kia,Manual,White,Full,2,No,586159,Сибирь
1996,15.25,1500,Petrol,2,Hyundai,Manual,Silver,Unknown,0,Yes,522377,Юг
2009,15.46,3000,Diesel,3,Chevrolet,Manual,Red,Full,0,Yes,716974,СПб
2005,24.23,2000,Diesel,4,BMW,Manual,Blue,Partial,0,Yes,662782,Дальний Восток
2001,26.97,1800,Electric,3,Nissan,Manual,Blue,Partial,0,Yes,781514,Москва
1996,17.34,1800,Petrol,3,Toyota,Manual,White,Partial,0,No,356810,Сибирь
2018,20.51,1800,Diesel,1,Toyota,Automatic,White,Full,0,Yes,742457,Юг
2009,20.9,2000,Petrol,5,Honda,Automatic,White,Full,0,Yes,490827,Сибирь
2010,31.4,4000,Petrol,3,Hyundai,Automatic,Blue,Unknown,1,Yes,1060917,Урал
2010,18.85,1200,Petrol,3,Kia,Manual,Red,Full,0,Yes,501442,Юг
1999,17.33,4000,Petrol,3,Toyota,Automatic,Black,Partial,0,No,771257,Дальний Восток
1996,14.3,1500,Diesel,3,Nissan,Manual,Black,Full,1,No,292883,Москва
1997,20.74,1800,Petrol,1,BMW,Manual,Silver,Partial,1,Yes,507907,Сибирь
2022,14.74,5000,Petrol,4,Chevrolet,Manual,Blue,Full,0,Yes,982310,Дальний Восток
1999,15.91,1000,Electric,5,BMW,Manual,White,Unknown,2,Yes,398298,СПб
1998,24.88,2500,Diesel,2,Nissan,Manual,Silver,Full,1,Yes,681822,Москва
2005,15.18,4000,Petrol,1,Nissan,Manual,Red,Full,2,No,1049152,Юг
2002,18.26,2500,Diesel,3,Toyota,Automatic,Silver,Full,1,Yes,569209,Урал
2023,9.8,5000,Diesel,1,Hyundai,Automatic,White,Full,2,No,1171920,Сибирь
2005,15.14,5000,Petrol,4,Volkswagen,Manual,Blue,Partial,1,Yes,863908,Урал
2021,20.94,5000,Diesel,2,Kia,Manual,Blue,Full,0,Yes,1116586,Дальний Восток
2019,16.98,1000,Petrol,2,Honda,Automatic,Red,Unknown,0,No,589320,СПб
2017,15.04,800,Petrol,2,Hyundai,Automatic,Red,Partial,0,No,542131,СПб
2007,16.87,2000,Diesel,4,Honda,Manual,Silver,Unknown,0,No,490708,Москва
2019,27.51,800,Petrol,4,Ford,Manual,Gray,Full,2,No,542924,СПб
2005,15.82,800,Petrol,1,Volkswagen,Manual,Red,Full,1,Yes,462208,Юг
2009,12.47,5000,Petrol,1,Volkswagen,Automatic,Gray,Full,1,Yes,1018269,Москва
2013,16.82,2500,Petrol,1,Volkswagen,Manual,Red,Partial,0,Yes,885552,Москва
2018,26.79,1000,Petrol,3,Honda,Automatic,White,Unknown,1,Yes,637879,Юг
2007,23.54,1800,Petrol,2,Nissan,Automatic,Blue,Full,2,Yes,608445,Урал
2014,18.26,2000,Electric,3,Kia,Manual,Blue,Partial,1,Yes,1105321,Москва
1996,14.33,1500,Electric,3,BMW,Automatic,Silver,Full,1,Yes,781952,СПб
2021,22.37,2500,Diesel,2,Ford,Manual,White,Partial,0,Yes,1105701,СПб
1997,17.88,2500,Petrol,1,Tesla,Automatic,White,Full,1,Yes,448205,Урал
2018,24.5,3000,Diesel,5,Ford,Manual,Gray,Full,0,Yes,841893,Юг
2022,19.87,3000,Petrol,3,Volkswagen,Manual,Gray,Full,1,No,1003167,Урал
2016,16.35,1500,Petrol,4,Tesla,Automatic,Gray,Partial,1,Yes,397096,Юг
2023,12.23,2500,Petrol,4,Nissan,Manual,Black,Partial,1,No,813321,Урал
2016,18.0,2500,Diesel,1,Kia,Automatic,Black,Full,2,Yes,877988,Урал
2002,14.33,800,Diesel,1,BMW,Automatic,Blue,Partial,1,Yes,372119,Урал
2003,11.57,1800,Diesel,2,Toyota,Automatic,Gray,Partial,0,Yes,408016,Сибирь
1998,16.27,1500,Diesel,5,Kia,Manual,White,Full,1,Yes,434358,Юг
2021,15.04,1800,Diesel,5,Tesla,Automatic,Gray,Full,1,Yes,442001,Юг
1996,16.7,1800,Diesel,2,Chevrolet,Manual,White,Full,1,Yes,236513,Урал
2000,15.85,800,Electric,5,Tesla,Automatic,Black,Unknown,1,Yes,416359,Урал
2005,13.52,1000,Petrol,3,Honda,Manual,Blue,Unknown,0,Yes,182123,Юг
1999,16.53,5000,Petrol,3,Toyota,Manual,Blue,Partial,0,Yes,929943,Юг
1998,18.54,1000,Diesel,2,Kia,Automatic,White,Unknown,1,Yes,208361,СПб
2018,21.1,5000,Diesel,2,Nissan,Automatic,Black,Full,1,Yes,1192274,СПб
2015,12.82,1800,Diesel,4,Volkswagen,Manual,Gray,Full,1,Yes,428388,Сибирь
2004,24.33,4000,Diesel,5,Tesla,Automatic,Gray,Unknown,0,No,652982,Сибирь
2021,13.73,2000,Petrol,4,BMW,Automatic,Black,Partial,2,Yes,780365,Сибирь
2018,18.23,1500,Petrol,4,Hyundai,Automatic,Silver,Full,0,Yes,492651,Сибирь
2007,18.75,1200,Petrol,5,Chevrolet,Automatic,Red,Full,1,Yes,476237,Урал
2021,19.98,1500,Petrol,2,Ford,Manual,Silver,Full,0,Yes,832223,СПб
2015,9.64,1200,Petrol,5,BMW,Automatic,Red,Partial,0,Yes,589891,Сибирь
2019,20.53,1000,Petrol,1,Ford,Automatic,Red,Unknown,0,Yes,985314,Дальний Восток
2020,13.24,4000,Petrol,4,Nissan,Manual,Blue,Full,2,Yes,944362,Дальний Восток
2015,27.21,1500,Diesel,5,Kia,Manual,Red,Full,0,Yes,655736,СПб
2000,17.57,3000,Petrol,5,Toyota,Automatic,Gray,Full,0,Yes,523157,Юг
2006,23.89,5000,Petrol,2,Tesla,Manual,Blue,Partial,1,Yes,936524,СПб
1997,20.99,2000,Diesel,4,Nissan,Automatic,Gray,Unknown,1,No,482276,Урал
2023,16.47,800,Petrol,1,Nissan,Automatic,Gray,Full,0,Yes,620190,Юг
2009,20.91,1000,Petrol,3,Ford,Manual,Silver,Full,1,No,470713,Урал
2012,20.17,3000,Petrol,2,Ford,Manual,Red,Partial,1,Yes,1071050,Урал
2015,14.25,5000,Petrol,5,Volkswagen,Manual,Red,Partial,0,Yes,914317,Юг
1995,27.88,2500,Petrol,4,Nissan,Manual,Red,Unknown,0,Yes,508540,Дальний Восток
2000,20.6,1000,Petrol,2,Toyota,Manual,White,Unknown,0,Yes,616796,Юг
2009,13.7,2000,Diesel,4,Toyota,Manual,Black,Unknown,2,Yes,542284,Дальний Восток
2017,17.1,2500,Petrol,1,BMW,Manual,Red,Full,0,Yes,835109,Дальний Восток
2013,10.2,2500,Petrol,5,Toyota,Manual,Silver,Full,0,No,618951,Сибирь
2020,27.04,3000,Diesel,3,BMW,Automatic,Gray,Partial,1,No,1113848,Дальний Восток
2009,11.32,1200,Diesel,1,Honda,Automatic,Gray,Full,0,Yes,526116,Дальний Восток
2017,13.88,1200,Petrol,2,Honda,Automatic,Silver,Full,0,Yes,686388,СПб
1998,19.31,1800,Diesel,5,Kia,Manual,Blue,Unknown,0,Yes,435954,СПб
2000,18.82,2500,Petrol,1,Hyundai,Manual,Silver,Unknown,0,Yes,708902,Москва
2012,18.12,5000,Electric,2,Chevrolet,Automatic,Silver,Full,1,Yes,1407712,Урал
1999,17.14,1800,Diesel,1,Honda,Manual,Silver,Full,0,No,537170,Сибирь
2022,9.31,1200,Electric,3,Volkswagen,Automatic,White,Full,0,No,805429,Сибирь
2015,15.38,4000,Diesel,3,Toyota,Manual,Red,Full,0,Yes,890433,СПб
1997,27.26,1800,Diesel,3,BMW,Manual,Blue,Unknown,2,Yes,524691,Москва
2011,22.32,2500,Diesel,2,Kia,Manual,White,Unknown,0,Yes,889867,Юг
2022,21.04,1200,Petrol,2,BMW,Manual,Silver,Partial,0,Yes,782273,Юг
2000,15.56,1500,Petrol,2,Toyota,Manual,Blue,Full,2,No,513041,Юг
2022,13.46,1800,Petrol,2,Honda,Automatic,White,Partial,0,Yes,637101,Сибирь
2014,18.88,2000,Petrol,3,Kia,Manual,Gray,Full,0,Yes,675701,Сибирь
2005,28.43,3000,Petrol,3,Volkswagen,Automatic,Silver,Full,0,Yes,741448,Урал
2002,21.89,1500,Petrol,5,Honda,Automatic,Silver,Partial,0,Yes,516784,Сибирь
2021,11.7,2000,Electric,1,Kia,Automatic,Gray,Full,1,Yes,1083472,Юг
2010,15.22,1500,Petrol,1,Honda,Automatic,Gray,Unknown,1,Yes,731653,Москва
2017,23.78,5000,Petrol,3,Tesla,Manual,Black,Partial,0,Yes,1182235,Москва
2009,9.72,800,Petrol,4,Volkswagen,Automatic,Gray,Full,0,Yes,322233,Сибирь
1999,15.27,2000,Petrol,5,Toyota,Manual,Black,Full,1,Yes,386898,Урал
2017,26.03,1000,Diesel,1,Kia,Manual,Blue,Partial,0,Yes,747537,Юг
2000,19.08,2000,Petrol,1,Toyota,Manual,Red,Unknown,1,Yes,531292,Москва
2021,21.06,1800,Petrol,2,Hyundai,Automatic,Blue,Unknown,0,Yes,716988,СПб
1996,19.97,800,Diesel,3,Nissan,Automatic,Black,Full,0,No,325099,Урал
2009,22.46,1800,Diesel,3,BMW,Manual,Black,Full,3,Yes,513485,Урал
2010,29.36,2500,Diesel,1,Volkswagen,Manual,Black,Full,0,Yes,756514,СПб
1999,23.72,5000,Petrol,5,Tesla,Manual,Black,Unknown,1,No,658250,Сибирь
2014,22.17,1200,Petrol,2,Ford,Manual,Silver,Full,1,No,714803,Урал
2022,25.64,2000,Petrol,5,Volkswagen,Automatic,Silver,Full,0,No,699580,Дальний Восток
2016,27.06,4000,Petrol,3,Kia,Manual,Gray,Partial,0,Yes,1049647,Дальний Восток
2010,14.96,2000,Diesel,3,Kia,Manual,Black,Unknown,0,Yes,520679,Дальний Восток
1998,14.36,800,Electric,2,Tesla,Manual,Silver,Unknown,0,Yes,465047,Дальний Восток
2000,12.46,4000,Petrol,2,Toyota,Manual,White,Full,0,Yes,803669,Урал
2016,10.45,1200,Petrol,4,Honda,Manual,White,Full,1,Yes,489887,Урал
2003,18.48,2500,Electric,3,Kia,Automatic,White,Full,0,Yes,855300,Сибирь
2020,19.95,5000,Petrol,2,Volkswagen,Manual,Silver,Unknown,0,Yes,1263962,Урал
2015,20.83,1500,Electric,2,Chevrolet,Automatic,Silver,Unknown,0,No,1013558,СПб
1996,18.34,1000,Diesel,1,BMW,Automatic,Gray,Full,0,Yes,369347,Сибирь
2004,16.55,2500,Petrol,1,Nissan,Manual,Black,Partial,2,Yes,650028,Москва
2014,13.43,800,Petrol,3,Chevrolet,Manual,Silver,Partial,0,Yes,493894,Урал
2007,13.7,800,Petrol,4,Chevrolet,Automatic,Red,Unknown,0,Yes,336282,СПб
2017,23.25,3000,Petrol,5,Kia,Manual,White,Partial,0,Yes,913557,Москва
2001,13.09,800,Electric,5,Volkswagen,Manual,Blue,Full,0,Yes,542520,Урал
2000,15.66,3000,Electric,5,Nissan,Manual,Silver,Partial,0,Yes,806418,Сибирь
2015,17.28,1000,Diesel,2,Chevrolet,Automatic,Gray,Full,1,Yes,595843,Москва
2007,8.46,1200,Petrol,4,BMW,Manual,Black,Full,1,Yes,335409,Дальний Восток
2019,11.69,1000,Petrol,5,Nissan,Automatic,Black,Partial,1,Yes,508121,Дальний Восток
2006,13.07,2500,Diesel,3,Nissan,Automatic,Silver,Partial,1,Yes,733450,Урал
2000,22.84,1200,Diesel,5,Tesla,Automatic,Silver,Partial,2,Yes,382053,Москва
2005,8.66,1200,Petrol,2,Hyundai,Manual,Red,Partial,0,Yes,320679,Урал
2020,23.55,2500,Diesel,2,Chevrolet,Manual,Blue,Partial,0,Yes,1054271,Юг
1999,12.14,800,Petrol,2,Toyota,Manual,Gray,Unknown,0,No,303761,Юг
2023,17.53,5000,Petrol,5,Volkswagen,Automatic,Blue,Partial,0,Yes,1223345,Москва
1998,17.44,1500,Petrol,1,Hyundai,Automatic,Red,Full,0,Yes,322966,Юг
2012,15.81,1500,Petrol,2,Nissan,Automatic,Blue,Unknown,0,Yes,517556,Москва
2020,23.82,1800,Petrol,5,BMW,Automatic,Blue,Unknown,2,Yes,865919,Дальний Восток
2018,16.08,1200,Diesel,1,Nissan,Manual,White,Partial,2,Yes,490750,Дальний Восток
2009,9.97,4000,Diesel,5,Nissan,Automatic,Red,Partial,1,Yes,848590,Юг
1995,18.61,1000,Diesel,4,Tesla,Manual,White,Partial,0,Yes,95000,Урал
2014,10.98,1500,Petrol,2,Toyota,Manual,Gray,Full,0,Yes,540979,Москва
2020,26.31,2000,Petrol,5,Volkswagen,Manual,Red,Partial,0,Yes,909987,Дальний Восток
2011,16.32,2000,Electric,3,Toyota,Automatic,White,Full,2,Yes,884288,Сибирь
2022,21.12,1000,Electric,2,Honda,Automatic,Red,Partial,0,Yes,957325,Сибирь
1999,21.71,1000,Diesel,4,Volkswagen,Manual,Silver,Full,0,No,320162,СПб
2005,20.86,1000,Petrol,2,Volkswagen,Manual,Red,Unknown,0,Yes,499039,СПб
2001,19.62,2000,Diesel,3,BMW,Automatic,White,Partial,2,Yes,382288,Сибирь
2023,20.22,4000,Diesel,3,Nissan,Manual,Black,Unknown,0,Yes,1156143,СПб
2018,17.76,3000,Diesel,3,Volkswagen,Automatic,White,Partial,0,Yes,831902,Урал
2003,21.91,4000,Petrol,4,Kia,Automatic,Silver,Unknown,0,Yes,804462,СПб
2000,19.32,1800,Petrol,4,Ford,Automatic,Red,Full,1,Yes,402308,Москва
1996,17.07,3000,Petrol,1,Chevrolet,Manual,Red,Partial,1,Yes,587839,Сибирь
2006,8.34,1200,Petrol,3,Kia,Manual,Blue,Full,0,No,349624,СПб
1999,11.26,1200,Petrol,3,Tesla,Manual,Silver,Full,1,No,369931,Урал
1999,18.28,4000,Petrol,2,BMW,Automatic,Silver,Partial,1,Yes,674478,Москва
2023,24.74,1200,Petrol,4,Hyundai,Automatic,Silver,Full,1,Yes,770510,Дальний Восток
2014,20.91,1800,Diesel,2,Tesla,Manual,Red,Unknown,0,No,600645,Урал
2018,6.7,4000,Diesel,3,BMW,Manual,Red,Full,0,Yes,902666,Юг
2002,15.14,1200,Diesel,3,Honda,Manual,Blue,Partial,1,Yes,174243,Дальний Восток
2003,16.29,1200,Petrol,5,Chevrolet,Automatic,Gray,Unknown,0,No,408242,Урал
2012,15.87,3000,Diesel,5,Nissan,Manual,Blue,Full,1,Yes,710862,СПб
2019,22.18,1200,Diesel,5,Volkswagen,Automatic,Gray,Full,0,Yes,652205,СПб
2008,11.6,5000,Petrol,4,Volkswagen,Manual,Gray,Full,2,Yes,913619,Юг
2004,15.22,3000,Diesel,1,Honda,Manual,Gray,Full,0,Yes,696334,Москва
2007,16.65,3000,Diesel,4,BMW,Manual,Gray,Partial,0,No,514933,Дальний Восток
2022,18.28,1200,Petrol,1,Volkswagen,Automatic,Black,Full,1,Yes,854755,Дальний Восток
1995,17.39,4000,Diesel,1,Honda,Automatic,White,Unknown,3,No,756195,Урал
2018,12.48,1500,Diesel,3,Toyota,Manual,Blue,Unknown,0,No,574149,Сибирь
2007,7.9,4000,Petrol,2,Hyundai,Automatic,Blue,Partial,0,Yes,768701,СПб
2003,16.31,1800,Diesel,3,Toyota,Manual,Gray,Full,0,Yes,394874,Сибирь
1997,12.63,2000,Petrol,5,Nissan,Automatic,Black,Unknown,1,Yes,299266,Дальний Восток
2009,23.43,5000,Petrol,5,BMW,Automatic,Blue,Partial,0,Yes,996191,СПб
2011,11.71,1000,Petrol,4,Honda,Manual,Gray,Full,2,No,345292,Москва
2004,27.42,5000,Diesel,4,Tesla,Manual,Gray,Full,0,Yes,891376,Урал
2010,19.55,3000,Diesel,3,Volkswagen,Manual,Black,Partial,0,Yes,931088,Москва
2003,11.43,1200,Petrol,3,Nissan,Manual,White,Unknown,0,No,396051,Москва
2006,10.66,5000,Diesel,2,BMW,Manual,White,Full,0,Yes,1102543,СПб
2000,17.61,1000,Electric,5,Chevrolet,Automatic,Blue,Partial,3,Yes,498709,Дальний Восток
2023,17.92,1200,Diesel,2,Ford,Manual,White,Unknown,0,Yes,565759,Юг
2016,22.97,2000,Petrol,2,Nissan,Manual,White,Full,1,No,877180,Урал
2000,16.82,1200,Petrol,3,Tesla,Automatic,Gray,Unknown,1,Yes,380198,Урал
2022,18.31,1500,Petrol,1,Kia,Manual,Silver,Partial,0,Yes,660388,Урал
2010,25.19,1500,Petrol,4,Tesla,Manual,Black,Unknown,0,Yes,450256,Юг
2018,22.84,2500,Petrol,4,Toyota,Automatic,Blue,Partial,1,Yes,946306,Сибирь
1995,24.8,1000,Diesel,1,Volkswagen,Manual,White,Full,0,Yes,503244,Сибирь
2014,20.17,1000,Petrol,2,Volkswagen,Manual,Blue,Partial,0,Yes,487787,Дальний Восток
2003,20.03,3000,Petrol,2,Tesla,Manual,Red,Full,1,Yes,733946,Москва
1999,19.05,1200,Petrol,3,Honda,Automatic,Gray,Full,0,Yes,442842,Юг
2013,17.51,1000,Diesel,2,Nissan,Automatic,Gray,Partial,1,Yes,428617,Урал
2022,23.0,3000,Petrol,3,Tesla,Manual,Black,Full,2,Yes,1091730,Юг
2020,15.1,3000,Diesel,2,Chevrolet,Manual,Red,Partial,1,Yes,926846,Сибирь
2018,14.91,1000,Diesel,5,Chevrolet,Manual,White,Partial,0,Yes,521314,Москва
2004,18.97,2000,Petrol,2,Tesla,Manual,Black,Full,0,Yes,611951,Урал
2014,16.48,3000,Petrol,2,Honda,Manual,Red,Partial,0,Yes,763789,СПб
2012,21.43,3000,Petrol,2,Honda,Manual,Blue,Partial,2,Yes,976376,Урал
2000,16.33,2000,Petrol,2,Ford,Manual,Blue,Full,2,Yes,578920,Москва
1997,11.68,1000,Diesel,1,Tesla,Automatic,Silver,Full,1,No,331170,Юг
1998,17.57,2500,Diesel,4,BMW,Manual,Gray,Full,1,Yes,391869,Москва
2017,23.49,2000,Electric,4,Tesla,Manual,Black,Unknown,0,No,1041172,Москва
1996,18.48,1500,Diesel,1,Toyota,Manual,Black,Full,1,Yes,535787,Москва
2006,21.42,5000,Electric,1,Nissan,Automatic,Gray,Unknown,2,Yes,1361503,Юг
2002,12.98,4000,Diesel,5,Tesla,Automatic,Blue,Unknown,0,No,704039,Москва
2005,6.68,2000,Diesel,3,Honda,Automatic,Blue,Full,0,Yes,513635,Сибирь
2017,26.55,1800,Petrol,2,Kia,Automatic,Blue,Partial,0,Yes,899890,Сибирь
2019,14.78,1000,Diesel,4,Honda,Automatic,Red,Full,1,Yes,600526,Сибирь
2008,16.11,1500,Diesel,4,Ford,Automatic,Gray,Partial,0,Yes,464080,Сибирь
1998,18.57,1000,Electric,4,Honda,Automatic,White,Partial,0,Yes,466048,Дальний Восток
2011,19.27,1500,Diesel,4,Toyota,Manual,Black,Full,1,Yes,418302,СПб
2022,14.51,2500,Diesel,1,BMW,Manual,Gray,Partial,0,Yes,778527,Сибирь
1997,23.07,2500,Petrol,2,Chevrolet,Manual,Gray,Full,0,Yes,647508,Дальний Восток
2015,18.35,3000,Electric,5,Ford,Automatic,Black,Full,2,Yes,1086197,Дальний Восток
2016,16.79,1800,Petrol,2,Honda,Manual,Red,Full,1,Yes,822408,Москва
2000,11.37,1800,Diesel,2,Kia,Automatic,Black,Unknown,0,No,550067,СПб
2020,18.5,2500,Diesel,5,Ford,Automatic,Gray,Full,0,No,668194,Сибирь
2013,20.65,1200,Diesel,3,BMW,Manual,Blue,Unknown,1,Yes,729288,Сибирь
1996,16.86,4000,Petrol,5,Ford,Manual,White,Unknown,0,Yes,465541,Москва
1999,18.34,1200,Petrol,1,Toyota,Automatic,Black,Partial,0,No,579788,СПб
1998,18.66,3000,Petrol,5,Kia,Manual,Black,Full,0,Yes,476281,СПб
2002,15.67,2500,Diesel,3,Honda,Automatic,Blue,Partial,1,Yes,406516,Москва
2002,14.64,2500,Diesel,4,Ford,Manual,Silver,Full,0,Yes,402744,СПб
2019,12.04,1800,Petrol,3,Toyota,Automatic,Blue,Partial,0,Yes,634309,Москва
2016,16.64,1000,Petrol,5,Chevrolet,Automatic,Black,Partial,1,No,470146,Сибирь
2006,18.28,1500,Petrol,1,Toyota,Manual,Red,Full,0,Yes,490177,Дальний Восток
